drug_1_concept_name,drug_2_concept_name,condition_concept_name,PRR
Vitamin E,Clarithromycin,Toxicity to various agents,10.0
Loxapine,Escitalopram,Toxicity to various agents,10.0
Loperamide,docetaxel,Haematotoxicity,10.0
Loperamide,docetaxel,Drug toxicity,3.33333
cyamemazine,Oxazepam,Drug toxicity,5.0
cyamemazine,Oxazepam,Toxicity to various agents,11.1111
Sucralfate,Chlorpheniramine,Toxicity to various agents,5.0
ropinirole,"Insulin, Aspart, Human",Therapeutic agent toxicity,20.0
Potassium Chloride,Verapamil,Drug toxicity,1.72414
Potassium Chloride,Verapamil,Therapeutic agent toxicity,11.25
Potassium Chloride,Verapamil,Toxicity to various agents,3.07692
nabumetone,pregabalin,Drug toxicity,3.33333
nabumetone,pregabalin,Therapeutic agent toxicity,10.0
nabumetone,pregabalin,Toxicity to various agents,2.5
omalizumab,Vitamin D,Toxicity to various agents,10.0
Betamethasone,bendamustine,Skin toxicity,20.0
prednisolone,Triamcinolone,Hepatotoxicity,5.0
prednisolone,Triamcinolone,Drug toxicity,5.0
prednisolone,Triamcinolone,Neurotoxicity,10.0
prednisolone,Triamcinolone,Therapeutic agent toxicity,5.0
Hydrocodone,Ethinyl Estradiol,Hepatotoxicity,0.243902
Hydrocodone,Ethinyl Estradiol,Drug toxicity,0.224719
Vancomycin,Cloxacillin,Toxicity to various agents,2.5
Ritonavir,Triamcinolone,Neurotoxicity,10.0
Ritonavir,Triamcinolone,Toxicity to various agents,3.33333
Methylprednisolone,Quinidine,Therapeutic agent toxicity,20.0
pantoprazole,Baclofen,Cardiotoxicity,3.33333
pantoprazole,Baclofen,Drug toxicity,1.76471
pantoprazole,Baclofen,Therapeutic agent toxicity,10.0
"insulin, isophane",Cetirizine,Toxicity to various agents,3.33333
Prednisone,pyridoxine,Hepatotoxicity,6.66667
Prednisone,pyridoxine,Drug toxicity,6.66667
Prednisone,pyridoxine,Neurotoxicity,5.0
Folic Acid,Flecainide,Drug toxicity,5.0
Folic Acid,Flecainide,Toxicity to various agents,2.5
Nicorandil,Nitroglycerin,Drug toxicity,0.47619
Nicorandil,Nitroglycerin,Toxicity to various agents,0.731707
gatifloxacin,Potassium Chloride,Toxicity to various agents,5.0
Thiotepa,Methotrexate,Hepatotoxicity,10.0
Thiotepa,Methotrexate,Drug toxicity,8.75
Thiotepa,Methotrexate,Neurotoxicity,35.0
Thiotepa,Methotrexate,Therapeutic agent toxicity,10.0
Thiotepa,Methotrexate,Toxicity to various agents,7.0
Nitroprusside,Potassium Chloride,Toxicity to various agents,10.0
olanzapine,pantethine,Toxicity to various agents,10.0
regorafenib,Ondansetron,Skin toxicity,10.0
quetiapine,Digitoxin,Toxicity to various agents,10.0
Folic Acid,Misoprostol,Hepatotoxicity,1.42857
Folic Acid,Misoprostol,Drug toxicity,0.555556
Nifedipine,levothyroxine,Ototoxicity,6.66667
Nifedipine,levothyroxine,Hepatotoxicity,0.666667
Nifedipine,levothyroxine,Drug toxicity,0.625
Nifedipine,levothyroxine,Neurotoxicity,1.66667
Nifedipine,levothyroxine,Pulmonary toxicity,3.33333
Nifedipine,levothyroxine,Skin toxicity,1.42857
Nifedipine,levothyroxine,Therapeutic agent toxicity,21.6667
Nifedipine,levothyroxine,Toxicity to various agents,3.33333
Glucosamine,standardized senna concentrate,Toxicity to various agents,10.0
Ispaghula husk,Codeine,Drug toxicity,10.0
Acetylcysteine,Hydroxyzine,Drug toxicity,5.0
Acetylcysteine,Hydroxyzine,Toxicity to various agents,2.5
Lorazepam,alfuzosin,Drug toxicity,2.5
Lorazepam,alfuzosin,Toxicity to various agents,3.33333
cefepime,Clarithromycin,Drug toxicity,5.0
Cyclosporine,Levofloxacin,Haematotoxicity,280.0
Cyclosporine,Levofloxacin,Hepatotoxicity,86.6667
Cyclosporine,Levofloxacin,Drug toxicity,0.833333
Cyclosporine,Levofloxacin,Therapeutic agent toxicity,3.33333
Cyclosporine,Levofloxacin,Toxicity to various agents,1.30435
Guaifenesin,Raloxifene,Toxicity to various agents,3.33333
Magnesium Aspartate,Acyclovir,Toxicity to various agents,10.0
Furosemide,Sirolimus,Hepatotoxicity,1.66667
Furosemide,Sirolimus,Drug toxicity,3.33333
Furosemide,Sirolimus,Neurotoxicity,2.5
Furosemide,Sirolimus,Pulmonary toxicity,10.0
Furosemide,Sirolimus,Therapeutic agent toxicity,3.33333
Furosemide,Sirolimus,Toxicity to various agents,1.03448
certolizumab pegol,infliximab,Toxicity to various agents,0.909091
moexipril,meloxicam,Therapeutic agent toxicity,10.0
Morphine,pregabalin,Ototoxicity,2.5
Morphine,pregabalin,Gastrointestinal toxicity,15.0
Morphine,pregabalin,Hepatotoxicity,0.454545
Morphine,pregabalin,Drug toxicity,2.63889
Morphine,pregabalin,Mitochondrial toxicity,5.0
Morphine,pregabalin,Neurotoxicity,2.0
Morphine,pregabalin,Skin toxicity,2.5
Morphine,pregabalin,Therapeutic agent toxicity,2.63158
Morphine,pregabalin,Toxicity to various agents,4.7619
pantoprazole,Imipenem,Toxicity to various agents,3.33333
Levonorgestrel,pregabalin,Toxicity to various agents,5.0
ezetimibe,Clonazepam,Drug toxicity,0.588235
ezetimibe,Clonazepam,Therapeutic agent toxicity,13.3333
ezetimibe,Clonazepam,Toxicity to various agents,1.37931
Buprenorphine,Leucovorin,Drug toxicity,3.75
benazepril,Gemfibrozil,Toxicity to various agents,1.42857
Amlodipine,Phenylephrine,Drug toxicity,8.33333
Amlodipine,Phenylephrine,Toxicity to various agents,1.42857
Spironolactone,Ketorolac,Toxicity to various agents,12.5
Stavudine,Delavirdine,Hepatotoxicity,10.0
Thiamine,Cefuroxime,Toxicity to various agents,20.0
Promethazine,peginterferon alfa-2b,Drug toxicity,10.0
repaglinide,Beclomethasone,Toxicity to various agents,10.0
Diclofenac,Rotigotine,Therapeutic agent toxicity,10.0
Lipase,Omeprazole,Neurotoxicity,5.0
Lipase,Omeprazole,Therapeutic agent toxicity,10.0
Betamethasone,zolpidem,Toxicity to various agents,0.625
Acetaminophen,olopatadine,Cardiotoxicity,5.0
Acetaminophen,olopatadine,Toxicity to various agents,0.769231
Mometasone,Doxorubicin,Toxicity to various agents,10.0
Carisoprodol,Perindopril,Toxicity to various agents,10.0
rabeprazole,Finasteride,Drug toxicity,5.0
rabeprazole,Finasteride,Toxicity to various agents,5.0
lanthanum carbonate,Epoetin Alfa,Toxicity to various agents,1.25
Succinylcholine,Clavulanate,Drug toxicity,2.5
Prednisone,Doxercalciferol,Drug toxicity,2.5
Omeprazole,Floxacillin,Hepatotoxicity,20.0
Metoprolol,anastrozole,Haematotoxicity,2.5
Metoprolol,anastrozole,Hepatotoxicity,0.769231
Metoprolol,anastrozole,Drug toxicity,0.645161
Metoprolol,anastrozole,Therapeutic agent toxicity,4.44444
Metoprolol,anastrozole,Toxicity to various agents,1.47059
Diclofenac,natalizumab,Toxicity to various agents,5.0
Lidocaine,Metoclopramide,Drug toxicity,5.88235
Lidocaine,Metoclopramide,Therapeutic agent toxicity,10.0
Lidocaine,Metoclopramide,Toxicity to various agents,2.66667
Erythromycin,Phenytoin,Drug toxicity,10.0
Clavulanate,tamsulosin,Hepatotoxicity,5.0
Calcium Carbonate,Spironolactone,Hepatotoxicity,2.0
Calcium Carbonate,Spironolactone,Therapeutic agent toxicity,15.0
Calcium Carbonate,Spironolactone,Toxicity to various agents,0.606061
Temazepam,Finasteride,Therapeutic agent toxicity,10.0
Temazepam,Finasteride,Toxicity to various agents,5.0
Chlorthalidone,Doxorubicin,Drug toxicity,10.0
Dopamine,mycophenolate mofetil,Drug toxicity,20.0
Nicorandil,Digoxin,Hepatotoxicity,10.0
Nicorandil,Digoxin,Drug toxicity,2.0
Hydrocodone,Mirtazapine,Hepatotoxicity,0.769231
Hydrocodone,Mirtazapine,Drug toxicity,8.46154
Hydrocodone,Mirtazapine,Skin toxicity,10.0
Hydrocodone,Mirtazapine,Therapeutic agent toxicity,5.0
Hydrocodone,Mirtazapine,Toxicity to various agents,6.58537
Diclofenac,Valproate,Hepatotoxicity,5.0
Diclofenac,Valproate,Drug toxicity,3.33333
Sodium polystyrene sulfonate,darbepoetin alfa,Toxicity to various agents,1.11111
Calcium,Digoxin,Cardiotoxicity,20.0
Calcium,Digoxin,Hepatotoxicity,3.33333
Calcium,Digoxin,Drug toxicity,1.66667
Calcium,Digoxin,Therapeutic agent toxicity,35.0
Calcium,Digoxin,Toxicity to various agents,3.69565
fludarabine,Sodium Chloride,Toxicity to various agents,10.0
Simvastatin,Polysaccharide iron complex,Toxicity to various agents,5.0
Ibuprofen,Granisetron,Toxicity to various agents,1.11111
Trimethoprim,Ketoprofen,Hepatotoxicity,10.0
eletriptan,Albuterol,Hepatotoxicity,10.0
Albuterol,rosuvastatin,Hepatotoxicity,0.454545
Albuterol,rosuvastatin,Drug toxicity,0.625
Albuterol,rosuvastatin,Pulmonary toxicity,2.5
Albuterol,rosuvastatin,Therapeutic agent toxicity,0.909091
Albuterol,rosuvastatin,Toxicity to various agents,1.2381
Bisoprolol,sorafenib,Hepatotoxicity,5.0
Bisoprolol,sorafenib,Toxicity to various agents,1.11111
Cyclophosphamide,Nifedipine,Drug toxicity,6.66667
rosiglitazone,fexofenadine,Therapeutic agent toxicity,10.0
rosiglitazone,fexofenadine,Toxicity to various agents,0.555556
Prochlorperazine,zopiclone,Drug toxicity,5.0
Tramadol,aliskiren,Toxicity to various agents,2.0
Losartan,cabergoline,Toxicity to various agents,10.0
Losartan,vitamin D3,Hepatotoxicity,5.0
Losartan,vitamin D3,Pulmonary toxicity,10.0
Losartan,vitamin D3,Toxicity to various agents,0.666667
Oxycodone,Trospium,Toxicity to various agents,5.0
Risperidone,sitagliptin,Toxicity to various agents,13.3333
Pergolide,Pramipexole,Toxicity to various agents,3.33333
Clavulanate,torsemide,Drug toxicity,5.0
Clavulanate,torsemide,Toxicity to various agents,10.0
linezolid,Clonazepam,Drug toxicity,30.0
Ibuprofen,Alendronate,Drug toxicity,1.30435
Ibuprofen,Alendronate,Therapeutic agent toxicity,2.0
Ibuprofen,Alendronate,Toxicity to various agents,0.75
Carisoprodol,Propranolol,Therapeutic agent toxicity,20.0
Carisoprodol,Propranolol,Toxicity to various agents,5.0
tamsulosin,Carbamazepine,Drug toxicity,2.5
tamsulosin,Carbamazepine,Therapeutic agent toxicity,10.0
Risperidone,Ciprofloxacin,Drug toxicity,3.0
Risperidone,Ciprofloxacin,Therapeutic agent toxicity,20.0
pioglitazone,Amoxicillin,Toxicity to various agents,3.33333
clorazepate,clopidogrel,Drug toxicity,10.0
pantoprazole,Methimazole,Hepatotoxicity,10.0
pantoprazole,Methimazole,Toxicity to various agents,1.25
Furosemide,Hydrocortisone,Bone marrow toxicity,5.0
Furosemide,Hydrocortisone,Haematotoxicity,1.42857
Furosemide,Hydrocortisone,Cardiotoxicity,4.0
Furosemide,Hydrocortisone,Hepatotoxicity,1.875
Furosemide,Hydrocortisone,Drug toxicity,1.55556
Furosemide,Hydrocortisone,Neurotoxicity,3.33333
Furosemide,Hydrocortisone,Pulmonary toxicity,3.33333
Furosemide,Hydrocortisone,Skin toxicity,5.0
Furosemide,Hydrocortisone,Therapeutic agent toxicity,5.0
Furosemide,Hydrocortisone,Toxicity to various agents,1.95122
Simethicone,Prednisone,Drug toxicity,6.66667
Simethicone,Prednisone,Toxicity to various agents,2.5
Lisinopril,Testosterone,Hepatotoxicity,0.714286
Lisinopril,Testosterone,Drug toxicity,0.333333
Lisinopril,Testosterone,Toxicity to various agents,1.71429
gemcitabine,Theophylline,Drug toxicity,10.0
Warfarin,Mexiletine,Drug toxicity,3.33333
Warfarin,Mexiletine,Therapeutic agent toxicity,30.0
Prochlorperazine,brentuximab vedotin,Toxicity to various agents,20.0
thyroid (USP),Potassium Chloride,Toxicity to various agents,2.0
Domperidone,celecoxib,Drug toxicity,2.5
Domperidone,celecoxib,Toxicity to various agents,2.5
nebivolol,cyclobenzaprine,Toxicity to various agents,1.42857
pregabalin,Heroin,Toxicity to various agents,10.0
Vitamin K,Chlorhexidine,Toxicity to various agents,10.0
Calcium Citrate,denosumab,Hepatotoxicity,3.33333
Calcium Citrate,denosumab,Toxicity to various agents,2.0
Loperamide,heparin,Drug toxicity,3.33333
Loperamide,heparin,Therapeutic agent toxicity,5.0
Valproate,vitamin D3,Toxicity to various agents,10.0
Diphenhydramine,Heroin,Drug toxicity,6.66667
Diphenhydramine,Heroin,Toxicity to various agents,61.5385
vinorelbine,Sodium Chloride,Toxicity to various agents,10.0
pregabalin,Indomethacin,Toxicity to various agents,5.0
olanzapine,ferrous sulfate,Drug toxicity,2.0
olanzapine,ferrous sulfate,Therapeutic agent toxicity,20.0
olanzapine,ferrous sulfate,Toxicity to various agents,1.66667
Hyoscyamine,tizanidine,Therapeutic agent toxicity,20.0
Hyoscyamine,tizanidine,Toxicity to various agents,10.0
Estradiol,Metoclopramide,Hepatotoxicity,5.0
Estradiol,Metoclopramide,Drug toxicity,2.0
Estradiol,Metoclopramide,Toxicity to various agents,3.75
Cefazolin,atorvastatin,Drug toxicity,4.0
Folic Acid,mesalamine,Hepatotoxicity,0.769231
Folic Acid,mesalamine,Drug toxicity,0.645161
Folic Acid,mesalamine,Therapeutic agent toxicity,1.0
Folic Acid,mesalamine,Toxicity to various agents,0.16129
Furosemide,Daptomycin,Cardiotoxicity,10.0
Furosemide,Daptomycin,Hepatotoxicity,3.33333
Furosemide,Daptomycin,Toxicity to various agents,1.66667
Memantine,Clozapine,Toxicity to various agents,2.5
Metoprolol,mycophenolate mofetil,Haematotoxicity,1.11111
Metoprolol,mycophenolate mofetil,Gastrointestinal toxicity,2.0
Metoprolol,mycophenolate mofetil,Hepatotoxicity,0.625
Metoprolol,mycophenolate mofetil,Drug toxicity,2.22222
Metoprolol,mycophenolate mofetil,Neurotoxicity,3.33333
Metoprolol,mycophenolate mofetil,Therapeutic agent toxicity,27.5
Metoprolol,mycophenolate mofetil,Toxicity to various agents,0.806452
rosuvastatin,Cefuroxime,Toxicity to various agents,2.0
Loperamide,Paclitaxel,Haematotoxicity,10.0
Loperamide,Paclitaxel,Cardiotoxicity,10.0
Loperamide,Paclitaxel,Drug toxicity,2.5
Loperamide,Paclitaxel,Skin toxicity,20.0
Medroxyprogesterone,Spironolactone,Toxicity to various agents,5.0
Diphenhydramine,Isosorbide Dinitrate,Neurotoxicity,10.0
fexofenadine,Metolazone,Drug toxicity,10.0
fexofenadine,Metolazone,Toxicity to various agents,50.0
Dexamethasone,Melphalan,Bone marrow toxicity,30.0
Dexamethasone,Melphalan,Haematotoxicity,30.0
Dexamethasone,Melphalan,Cardiotoxicity,10.0
Dexamethasone,Melphalan,Gastrointestinal toxicity,23.3333
Dexamethasone,Melphalan,Hepatotoxicity,3.15789
Dexamethasone,Melphalan,Drug toxicity,4.81482
Dexamethasone,Melphalan,Neurotoxicity,2.85714
Dexamethasone,Melphalan,Pulmonary toxicity,8.0
Dexamethasone,Melphalan,Skin toxicity,15.0
Dexamethasone,Melphalan,Toxicity to various agents,2.81553
Ibuprofen,adalimumab,Hepatotoxicity,0.333333
Ibuprofen,adalimumab,Drug toxicity,0.210526
Dexamethasone,Mirtazapine,Cardiotoxicity,5.0
Dexamethasone,Mirtazapine,Hepatotoxicity,10.0
Dexamethasone,Mirtazapine,Skin toxicity,3.33333
Dexamethasone,Mirtazapine,Toxicity to various agents,0.769231
Triamterene,Omeprazole,Drug toxicity,0.384615
Triamterene,Omeprazole,Therapeutic agent toxicity,8.57143
Triamterene,Omeprazole,Anticonvulsant toxicity,10.0
Triamterene,Omeprazole,Toxicity to various agents,1.07143
Escitalopram,Dicyclomine,Toxicity to various agents,1.25
Bupropion,Amitriptyline,Drug toxicity,6.53846
Bupropion,Amitriptyline,Therapeutic agent toxicity,1.66667
Bupropion,Amitriptyline,Toxicity to various agents,3.26087
Furosemide,estropipate,Drug toxicity,5.0
Cholesterol,Nicotine,Toxicity to various agents,20.0
butylscopolamine,Domperidone,Toxicity to various agents,5.0
Oxazepam,oxcarbazepine,Toxicity to various agents,4.0
Bisoprolol,Phenobarbital,Toxicity to various agents,7.5
Triamterene,nabumetone,Toxicity to various agents,5.0
Diazepam,Alendronate,Hepatotoxicity,3.33333
Diazepam,Alendronate,Toxicity to various agents,0.588235
Carboplatin,Hydroxyzine,Toxicity to various agents,5.0
Methylprednisolone,Octreotide,Drug toxicity,10.0
Morphine,Mesna,Drug toxicity,6.66667
Morphine,Mesna,Toxicity to various agents,6.66667
sodium phosphate,Furosemide,Neurotoxicity,10.0
sodium phosphate,Furosemide,Toxicity to various agents,2.0
Methadone,Allopurinol,Drug toxicity,5.0
Clotrimazole,Isosorbide,Toxicity to various agents,20.0
Bumetanide,Alprazolam,Drug toxicity,5.0
Bumetanide,Alprazolam,Therapeutic agent toxicity,10.0
Bumetanide,Alprazolam,Toxicity to various agents,2.77778
ferrous sulfate,Gadopentetate Dimeglumine,Toxicity to various agents,10.0
Hydralazine,Temazepam,Drug toxicity,2.0
Hydralazine,Temazepam,Toxicity to various agents,4.28571
venlafaxine,levothyroxine,Bone marrow toxicity,10.0
venlafaxine,levothyroxine,Haematotoxicity,4.28571
venlafaxine,levothyroxine,Hepatotoxicity,1.16279
venlafaxine,levothyroxine,Drug toxicity,1.5534
venlafaxine,levothyroxine,Skin toxicity,3.33333
venlafaxine,levothyroxine,Therapeutic agent toxicity,4.28571
venlafaxine,levothyroxine,Toxicity to various agents,1.71171
Carboplatin,Lomustine,Hepatotoxicity,10.0
Diazepam,Captopril,Therapeutic agent toxicity,20.0
Diazepam,Captopril,Toxicity to various agents,1.25
Ondansetron,dexchlorpheniramine,Hepatotoxicity,3.33333
Ondansetron,dexchlorpheniramine,Drug toxicity,1.42857
Ondansetron,dexchlorpheniramine,Neurotoxicity,13.3333
Ondansetron,dexchlorpheniramine,Skin toxicity,16.6667
Tacrolimus,Calcium Gluconate,Hepatotoxicity,5.0
temozolomide,Prednisone,Hepatotoxicity,20.0
Carisoprodol,Esomeprazole,Hepatotoxicity,1.42857
Carisoprodol,Esomeprazole,Drug toxicity,0.277778
Carisoprodol,Esomeprazole,Therapeutic agent toxicity,20.0
Carisoprodol,Esomeprazole,Toxicity to various agents,1.53846
Metformin,Rifampin,Drug toxicity,5.0
Diphenhydramine,Lisinopril,Cardiotoxicity,2.0
Diphenhydramine,Lisinopril,Drug toxicity,1.36364
Diphenhydramine,Lisinopril,Therapeutic agent toxicity,8.57143
Diphenhydramine,Lisinopril,Toxicity to various agents,2.52747
Phenytoin,sunitinib,Toxicity to various agents,2.0
Pyridostigmine,gabapentin,Toxicity to various agents,10.0
Furosemide,Desonide,Drug toxicity,5.0
Flecainide,Amiodarone,Drug toxicity,2.5
Flecainide,Amiodarone,Toxicity to various agents,11.25
Hydrochlorothiazide,emtricitabine,Toxicity to various agents,10.0
Amlodipine,sevelamer,Hepatotoxicity,0.769231
Amlodipine,sevelamer,Drug toxicity,1.25
Amlodipine,sevelamer,Neurotoxicity,10.0
Amlodipine,sevelamer,Therapeutic agent toxicity,2.14286
Amlodipine,sevelamer,Toxicity to various agents,1.55172
ibritumomab tiuxetan,rituximab,Bone marrow toxicity,5.0
ibritumomab tiuxetan,rituximab,Haematotoxicity,24.0
ibritumomab tiuxetan,rituximab,Cardiotoxicity,20.0
ibritumomab tiuxetan,rituximab,Gastrointestinal toxicity,10.0
ibritumomab tiuxetan,rituximab,Hepatotoxicity,11.4286
ibritumomab tiuxetan,rituximab,Drug toxicity,10.625
ibritumomab tiuxetan,rituximab,Skin toxicity,10.0
ibritumomab tiuxetan,rituximab,Therapeutic agent toxicity,2.0
ibritumomab tiuxetan,rituximab,Toxicity to various agents,0.606061
Hydrocodone,quinapril,Drug toxicity,1.66667
Hydrocodone,quinapril,Therapeutic agent toxicity,7.5
Hydrocodone,quinapril,Toxicity to various agents,1.57895
Tolmetin,Aspirin,Drug toxicity,5.0
Glipizide,Trimethoprim,Toxicity to various agents,1.25
benazepril,Trazodone,Cardiotoxicity,10.0
benazepril,Trazodone,Drug toxicity,2.5
benazepril,Trazodone,Toxicity to various agents,1.11111
Metformin,ezetimibe,Hepatotoxicity,1.07143
Metformin,ezetimibe,Drug toxicity,0.985915
Metformin,ezetimibe,Therapeutic agent toxicity,0.909091
Metformin,ezetimibe,Toxicity to various agents,0.232558
telmisartan,Valproate,Toxicity to various agents,13.3333
Hydrocodone,mycophenolate mofetil,Therapeutic agent toxicity,20.0
Vancomycin,Lorazepam,Cardiotoxicity,10.0
Vancomycin,Lorazepam,Hepatotoxicity,2.22222
Vancomycin,Lorazepam,Drug toxicity,3.15789
Vancomycin,Lorazepam,Neurotoxicity,4.0
Vancomycin,Lorazepam,Skin toxicity,10.0
Vancomycin,Lorazepam,Therapeutic agent toxicity,10.0
Vancomycin,Lorazepam,Toxicity to various agents,1.95122
Risedronate,latanoprost,Toxicity to various agents,2.85714
Captopril,Dopamine,Toxicity to various agents,20.0
Aspirin,Mitoxantrone,Drug toxicity,10.0
Metformin,topiramate,Drug toxicity,0.769231
Metformin,topiramate,Therapeutic agent toxicity,3.33333
Metformin,topiramate,Toxicity to various agents,1.53846
Clindamycin,irbesartan,Therapeutic agent toxicity,10.0
Hydrochlorothiazide,Ethambutol,Toxicity to various agents,10.0
Aspirin,"sennosides, USP",Drug toxicity,2.38095
Aspirin,"sennosides, USP",Neurotoxicity,5.0
Aspirin,"sennosides, USP",Pulmonary toxicity,6.0
Aspirin,"sennosides, USP",Toxicity to various agents,1.5
colesevelam,levothyroxine,Toxicity to various agents,0.666667
Cholecalciferol,Calcitriol,Toxicity to various agents,3.33333
Spironolactone,tizanidine,Therapeutic agent toxicity,30.0
Diazepam,Leucovorin,Drug toxicity,5.0
Diazepam,Leucovorin,Toxicity to various agents,2.0
Megestrol,Paclitaxel,Neurotoxicity,3.33333
Simvastatin,Magnesium Oxide,Haematotoxicity,5.0
Simvastatin,Magnesium Oxide,Therapeutic agent toxicity,20.0
Simvastatin,Magnesium Oxide,Toxicity to various agents,1.81818
Potassium Acetate,Lisinopril,Toxicity to various agents,10.0
Theophylline,Sodium Chloride,Haematotoxicity,10.0
