drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB01128,DB01396,Bicalutamide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01137,DB01396,Levofloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01150,DB01172,Cefprozil,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01150,DB01421,Cefprozil,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01150,DB03615,Cefprozil,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01150,DB06696,Cefprozil,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01150,DB12615,Cefprozil,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01155,DB01396,Gemifloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01157,DB01396,Trimetrexate,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01165,DB01396,Ofloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01168,DB01396,Procarbazine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01169,DB01396,Arsenic trioxide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01172,DB00447,Kanamycin,Loracarbef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01326,Kanamycin,Cefamandole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01328,Kanamycin,Cefonicid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01330,Kanamycin,Cefotetan,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01331,Kanamycin,Cefoxitin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB09062,Kanamycin,Cefminox,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01212,Kanamycin,Ceftriaxone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01329,Kanamycin,Cefoperazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01332,Kanamycin,Ceftizoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01415,Kanamycin,Ceftibuten,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01416,Kanamycin,Cefpodoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB04570,Kanamycin,Latamoxef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB01413,Kanamycin,Cefepime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01172,DB13682,Kanamycin,Cefpirome,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01174,DB01284,Phenobarbital,Tetracosactide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01177,DB01396,Idarubicin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01179,DB01396,Podofilox,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01180,DB09449,Rescinnamine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01180,DB06292,Rescinnamine,Dapagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01180,DB08907,Rescinnamine,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01180,DB09038,Rescinnamine,Empagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01181,DB01396,Ifosfamide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01196,DB01396,Estramustine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01197,DB09449,Captopril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01197,DB08907,Captopril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01204,DB01396,Mitoxantrone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01206,DB01396,Lomustine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01208,DB01396,Sparfloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01212,DB01421,Ceftriaxone,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01212,DB03615,Ceftriaxone,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01212,DB06696,Ceftriaxone,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01212,DB12615,Ceftriaxone,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01217,DB01396,Anastrozole,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01229,DB01396,Paclitaxel,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01234,DB01396,Dexamethasone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01248,DB01396,Docetaxel,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01250,DB09449,Olsalazine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB03585,Olsalazine,Oxyphenbutazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB04817,Olsalazine,Metamizole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB04951,Olsalazine,Pirfenidone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB05676,Olsalazine,Apremilast,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB06196,Olsalazine,Icatibant,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB06737,Olsalazine,Zaltoprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB06739,Olsalazine,Seratrodast,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB07615,Olsalazine,Tranilast,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB08797,Olsalazine,Salicylamide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB08880,Olsalazine,Teriflunomide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB08981,Olsalazine,Fenbufen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB08984,Olsalazine,Etofenamate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB08991,Olsalazine,Epirizole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB09212,Olsalazine,Loxoprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB09216,Olsalazine,Tolfenamic Acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB09218,Olsalazine,Clonixin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB09288,Olsalazine,Propacetamol,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB11672,Olsalazine,Curcumin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB12598,Olsalazine,Nafamostat,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB13063,Olsalazine,Parthenolide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB13167,Olsalazine,Alclofenac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01250,DB09084,Olsalazine,Benzydamine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01254,DB09288,Dasatinib,Propacetamol,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01259,DB01396,Lapatinib,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01262,DB01396,Decitabine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01268,DB01396,Sunitinib,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01280,DB01396,Nelarabine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01283,DB09449,Lumiracoxib,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01284,DB01595,Tetracosactide,Nitrazepam,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01324,DB09449,Polythiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01325,DB09449,Quinethazone,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01326,DB01421,Cefamandole,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01326,DB03615,Cefamandole,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01326,DB06696,Cefamandole,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01326,DB12615,Cefamandole,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01328,DB01421,Cefonicid,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01328,DB03615,Cefonicid,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01328,DB06696,Cefonicid,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01328,DB12615,Cefonicid,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01329,DB01421,Cefoperazone,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01329,DB03615,Cefoperazone,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01329,DB06696,Cefoperazone,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01329,DB12615,Cefoperazone,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01330,DB01421,Cefotetan,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01330,DB03615,Cefotetan,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01330,DB06696,Cefotetan,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01330,DB12615,Cefotetan,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01331,DB01421,Cefoxitin,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01331,DB03615,Cefoxitin,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01331,DB06696,Cefoxitin,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01331,DB12615,Cefoxitin,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01332,DB01421,Ceftizoxime,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01332,DB03615,Ceftizoxime,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01332,DB06696,Ceftizoxime,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01332,DB12615,Ceftizoxime,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01340,DB09449,Cilazapril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01340,DB08907,Cilazapril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01345,DB09449,Potassium,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01348,DB09449,Spirapril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01348,DB06292,Spirapril,Dapagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01348,DB08907,Spirapril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01348,DB09038,Spirapril,Empagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB01349,DB09449,Tasosartan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01394,DB01396,Colchicine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01395,DB09449,Drospirenone,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01396,DB02546,Digitoxin,Vorinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04572,Digitoxin,Thiotepa,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04865,Digitoxin,Omacetaxine mepesuccinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05015,Digitoxin,Belinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05109,Digitoxin,Trabectedin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06176,Digitoxin,Romidepsin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06193,Digitoxin,Pixantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06263,Digitoxin,Amrubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06287,Digitoxin,Temsirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06603,Digitoxin,Panobinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06769,Digitoxin,Bendamustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06810,Digitoxin,Plicamycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08901,Digitoxin,Ponatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08911,Digitoxin,Trametinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09031,Digitoxin,Miltefosine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09074,Digitoxin,Olaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09078,Digitoxin,Lenvatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09079,Digitoxin,Nintedanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09256,Digitoxin,Tegafur,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09570,Digitoxin,Ixazomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB11630,Digitoxin,Temoporfin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB01590,Digitoxin,Everolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04868,Digitoxin,Nilotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05294,Digitoxin,Vandetanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06589,Digitoxin,Pazopanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06616,Digitoxin,Bosutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06626,Digitoxin,Axitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06772,Digitoxin,Cabazitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08828,Digitoxin,Vismodegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08865,Digitoxin,Crizotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08871,Digitoxin,Eribulin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08877,Digitoxin,Ruxolitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08889,Digitoxin,Carfilzomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08896,Digitoxin,Regorafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08916,Digitoxin,Afatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09053,Digitoxin,Ibrutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05812,Digitoxin,Abiraterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06595,Digitoxin,Midostaurin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06825,Digitoxin,Triptorelin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08910,Digitoxin,Pomalidomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB02300,Digitoxin,Calcipotriol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB02709,Digitoxin,Resveratrol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04576,Digitoxin,Fleroxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04786,Digitoxin,Suramin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04839,Digitoxin,Cyproterone acetate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04894,Digitoxin,Vapreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB04951,Digitoxin,Pirfenidone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05260,Digitoxin,Gallium nitrate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB05265,Digitoxin,Ecabet,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06243,Digitoxin,Eflornithine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06272,Digitoxin,Maxacalcitol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06704,Digitoxin,Iobenguane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06710,Digitoxin,Methyltestosterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06771,Digitoxin,Besifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06789,Digitoxin,Hydroxyprogesterone caproate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06791,Digitoxin,Lanreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB06819,Digitoxin,Phenylbutyric acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08905,Digitoxin,Formestane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB08913,Digitoxin,Radium Ra 223 Dichloride,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09070,Digitoxin,Tibolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09094,Digitoxin,Podophyllin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09123,Digitoxin,Dienogest,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09124,Digitoxin,Medrogestone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09244,Digitoxin,Pirlindole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09269,Digitoxin,Phenylacetic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09335,Digitoxin,Alatrofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09401,Digitoxin,Isosorbide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB09516,Digitoxin,Mequinol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB11231,Digitoxin,Lycopene,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB11793,Digitoxin,Niraparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB12332,Digitoxin,Rucaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB12473,Digitoxin,Taurolidine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01396,DB13145,Digitoxin,Nedaplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
